Var_ID,Variant,Ref_Modal,Variant_Slug,Var_Location,Price,Modal_ID,Ref_Brand,Engine,Cylinders,Drive_Type,Fuel_Tank,Fuel_Economy,Fuel_Type,Horsepower,Torque,Transmission,Seating_Capacity,Acceleration,Battery_Size,Battery_Range,Motor,Top_Speed,Featured_Image,Gallery,Status,Created_At
2660,"3.0T Comfortable (AWD)",HS7,3-0t-comfortable-awd,UAE,TBD,2397,9,3,6,"All Wheel Drive",,10.9,Petrol,337,445,Automatic,"5 Seater",7.8,,,,,Hongqi-HS7-2024-3.0T-Comfortable-AWD,Hongqi-HS7-2024-3.0T-Comfortable-AWD,Publish,"0000-00-00 00:00:00"
2661,"3.0T Comfort Two Tone",H9,3-0t-comfort-two-tone,UAE,"3,15,000",2381,9,3,6,"Rear Wheel Drive",62,7.9,Petrol,283,400,Automatic,"5 Seater",7.1,,,,250,Hongqi-H9-2024-3.0T-Comfort-Two-Tone,Hongqi-H9-2024-3.0T-Comfort-Two-Tone,Publish,"0000-00-00 00:00:00"
2662,"3.0T AWD LS",MU-X,3-0t-awd-ls,UAE,TBD,2497,82,3,4,"All Wheel Drive",80,,Diesel,190,450,Automatic,"7 Seater",,,,,,Isuzu-MU-X-2024-3.0T-AWD-LS,Isuzu-MU-X-2024-3.0T-AWD-LS,Publish,"0000-00-00 00:00:00"
2663,"3.0T Atmosphere (340 HP)",Touareg,3-0t-atmosphere-340-hp,UAE,"2,40,000",3436,38,3,6,"All Wheel Drive",75,,Petrol,340,450,Automatic,"5 Seater",6.2,,,,235,Volkswagen-Touareg-2024-3.0T-Atmosphere-340-HP,Volkswagen-Touareg-2024-3.0T-Atmosphere-340-HP,Publish,"0000-00-00 00:00:00"
2664,"3.0T 4WD","Grand Wagoneer",3-0t-4wd,UAE,"5,15,900",2533,25,3,8,"All Wheel Drive",100,16,Petrol,510,678,Automatic,"7 Seater",4.7,,,,200,Jeep-Grand-Wagoneer-2024-3.0T-4WD,Jeep-Grand-Wagoneer-2024-3.0T-4WD,Publish,"0000-00-00 00:00:00"
2665,3.0T,"M2 Competition",3-0t,UAE,TBD,1959,12,3,6,"Rear Wheel Drive",52,9.2,Petrol,410,550,Automatic,"4 Seater",4.2,,,,280,BMW-M2-Competition-2024-3.0T,BMW-M2-Competition-2024-3.0T,Publish,"0000-00-00 00:00:00"
2666,"3.0L V6 UAE Edition (400 PS)","Range Rover",3-0l-v6-uae-edition-400-ps,UAE,TBD,2663,5,3,6,"All Wheel Drive",105,9.3,Petrol,400,550,Automatic,"5 Seater",6.3,,,,225,Land-Rover-Range-Rover-2024-3.0L-V6-UAE-Edition-400-PS,Land-Rover-Range-Rover-2024-3.0L-V6-UAE-Edition-400-PS,Publish,"0000-00-00 00:00:00"
2667,"3.0L V6 R-Dynamic HSE (340 PS)","Range Rover Velar",3-0l-v6-r-dynamic-hse-340-ps,UAE,"4,00,260",2658,5,3,6,"All Wheel Drive",63,9.4,Petrol,340,450,Automatic,"5 Seater",6.4,,,,233,Land-Rover-Range-Rover-Velar-2024-3.0L-V6-R-Dynamic-HSE-340-PS,Land-Rover-Range-Rover-Velar-2024-3.0L-V6-R-Dynamic-HSE-340-PS,Publish,"0000-00-00 00:00:00"
2668,"3.0L V6 HSE MHEV (360 PS)","Range Rover",3-0l-v6-hse-mhev-360-ps,UAE,"5,59,925",2659,5,3,6,"All Wheel Drive",105,,Petrol,360,495,Automatic,"5 Seater",6.9,,,,210,Land-Rover-Range-Rover-2024-3.0L-V6-HSE-MHEV-360-PS,Land-Rover-Range-Rover-2024-3.0L-V6-HSE-MHEV-360-PS,Publish,"0000-00-00 00:00:00"
2669,"3.0L SC V6 HST (400 PS)","Range Rover Sport",3-0l-sc-v6-hst-400-ps,UAE,"5,16,500",2661,5,3,6,"All Wheel Drive",104,7.5,Petrol,400,550,Automatic,"5 Seater",5.9,,,,225,Land-Rover-Range-Rover-Sport-2024-3.0L-SC-V6-HST-400-PS,Land-Rover-Range-Rover-Sport-2024-3.0L-SC-V6-HST-400-PS,Publish,"0000-00-00 00:00:00"
2670,"3.0L S MHEV (400 PS)",F-Pace,3-0l-s-mhev-400-ps,UAE,TBD,2517,27,3,6,"All Wheel Drive",83,8.9,Petrol,394,550,Automatic,"5 Seater",5.4,,,,250,Jaguar-F-Pace-2024-3.0L-S-MHEV-400-PS,Jaguar-F-Pace-2024-3.0L-S-MHEV-400-PS,Publish,"0000-00-00 00:00:00"
2671,"3.0L R-Dynamic HSE (360 HP)",Discovery,3-0l-r-dynamic-hse-360-hp,UAE,"3,95,600",2656,5,3,6,"All Wheel Drive",89,10.9,Petrol,355,500,Automatic,"7 Seater",6.5,,,,209,Land-Rover-Discovery-2024-3.0L-R-Dynamic-HSE-360-HP,Land-Rover-Discovery-2024-3.0L-R-Dynamic-HSE-360-HP,Publish,"0000-00-00 00:00:00"
2672,"3.0L Premium Luxury LWB (340 PS)",XJ,3-0l-premium-luxury-lwb-340-ps,UAE,"3,90,600",2528,27,3,N/A,"Rear Wheel Drive",80,9.1,Petrol,340,450,Automatic,"5 Seater",5.9,,,,250,Jaguar-XJ-2024-3.0L-Premium-Luxury-LWB-340-PS,Jaguar-XJ-2024-3.0L-Premium-Luxury-LWB-340-PS,Publish,"0000-00-00 00:00:00"
2673,"3.0L Luxury LWB (340 PS)",XJ,3-0l-luxury-lwb-340-ps,UAE,"3,42,825",2525,27,3,6,"Rear Wheel Drive",80,9.1,Petrol,340,450,Automatic,"5 Seater",5.9,,,,250,Jaguar-XJ-2024-3.0L-Luxury-LWB-340-PS,Jaguar-XJ-2024-3.0L-Luxury-LWB-340-PS,Publish,"0000-00-00 00:00:00"
2674,"3.0L GLX (2WD) mid","Montero Sport",3-0l-glx-2wd-mid,UAE,TBD,2972,46,3,6,"Rear Wheel Drive",70,13.1,Petrol,215,285,Automatic,"5 Seater",9.2,,,,182,Mitsubishi-Montero-Sport-2024-3.0L-GLX-2WD-mid,Mitsubishi-Montero-Sport-2024-3.0L-GLX-2WD-mid,Publish,"0000-00-00 00:00:00"
2675,"3.0L GLS 5 Door Signature Edition",Pajero,3-0l-gls-5-door-signature-edition,UAE,TBD,2981,46,3,6,"All Wheel Drive",88,13,Petrol,177,259,Automatic,"7 Seater",12.7,,,,180,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-Signature-Edition,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-Signature-Edition,Publish,"0000-00-00 00:00:00"
2676,"3.0L GLS 5 Door Mid",Pajero,3-0l-gls-5-door-mid,UAE,"2,18,000",2973,46,3,6,"All Wheel Drive",88,13,Petrol,177,259,Automatic,"7 Seater",12.7,,,,180,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-Mid,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-Mid,Publish,"0000-00-00 00:00:00"
2677,"3.0L GLS 5 Door High",Pajero,3-0l-gls-5-door-high,UAE,"3,48,000",2975,46,3,6,"All Wheel Drive",88,13,Petrol,177,259,Automatic,"7 Seater",12.7,,,,180,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-High,Mitsubishi-Pajero-2024-3.0L-GLS-5-Door-High,Publish,"0000-00-00 00:00:00"
2678,"3.0L GLS (4WD) top","Montero Sport",3-0l-gls-4wd-top,UAE,TBD,2978,46,3,6,"All Wheel Drive",70,13.6,Petrol,215,285,Automatic,"7 Seater",9.7,,,,182,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-top,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-top,Publish,"0000-00-00 00:00:00"
2679,"3.0L GLS (4WD) premium","Montero Sport",3-0l-gls-4wd-premium,UAE,TBD,2980,46,3,6,"All Wheel Drive",70,13.6,Petrol,215,285,Automatic,"7 Seater",9.7,,,,182,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-premium,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-premium,Publish,"0000-00-00 00:00:00"
2680,"3.0L GLS (4WD) mid","Montero Sport",3-0l-gls-4wd-mid,UAE,TBD,2976,46,3,6,"All Wheel Drive",70,13.6,Petrol,215,285,Automatic,"7 Seater",9.7,,,,182,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-mid,Mitsubishi-Montero-Sport-2024-3.0L-GLS-4WD-mid,Publish,"0000-00-00 00:00:00"
2681,"3.0L FlatBed 2WD",D-MAX,3-0l-flatbed-2wd,UAE,TBD,2492,82,3,4,"Front Wheel Drive",76,8,Diesel,190,450,Manual,"5 Seater",,,,,170,Isuzu-D-MAX-2024-3.0L-FlatBed-2WD,Isuzu-D-MAX-2024-3.0L-FlatBed-2WD,Publish,"0000-00-00 00:00:00"
2682,"3.0L EcoBoost ST (AWD)",Explorer,3-0l-ecoboost-st-awd,UAE,"2,36,000",2190,23,3,6,"All Wheel Drive",67,11.7,Petrol,400,563,Automatic,"7 Seater",5.5,,,,237,Ford-Explorer-2024-3.0L-EcoBoost-ST-AWD,Ford-Explorer-2024-3.0L-EcoBoost-ST-AWD,Publish,"0000-00-00 00:00:00"
2683,"3.0L Crew Cab 4WD LS (M/T) mid",D-MAX,3-0l-crew-cab-4wd-ls-m-t-mid,UAE,"1,10,800",2496,82,3,4,"All Wheel Drive",72,8,Diesel,190,450,Manual,"5 Seater",,,,,170,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-M-T-mid,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-M-T-mid,Publish,"0000-00-00 00:00:00"
2684,"3.0L Crew Cab 4WD LS (M/T)",D-MAX,3-0l-crew-cab-4wd-ls-m-t,UAE,"1,23,500",2494,82,3,4,"All Wheel Drive",72,8,Diesel,190,450,Manual,"5 Seater",,,,,170,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-M-T,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-M-T,Publish,"0000-00-00 00:00:00"
2685,"3.0L Crew Cab 4WD LS (A/T)",D-MAX,3-0l-crew-cab-4wd-ls-a-t,UAE,"1,31,900",2495,82,3,4,"All Wheel Drive",72,8,Diesel,190,450,Automatic,"5 Seater",,,,,170,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-A-T,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-LS-A-T,Publish,"0000-00-00 00:00:00"
2686,"3.0L Crew Cab 4WD GT",D-MAX,3-0l-crew-cab-4wd-gt,UAE,TBD,2498,82,3,4,"All Wheel Drive",72,8,Diesel,190,450,Automatic,"5 Seater",,,,,170,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-GT,Isuzu-D-MAX-2024-3.0L-Crew-Cab-4WD-GT,Publish,"0000-00-00 00:00:00"
2687,"3.0L 50th Edition LWB (340 PS)",XJ,3-0l-50th-edition-lwb-340-ps,UAE,"3,90,600",2529,27,3,6,"Rear Wheel Drive",80,9.1,Petrol,340,450,Automatic,"5 Seater",5.9,,,,250,Jaguar-XJ-2024-3.0L-50th-Edition-LWB-340-PS,Jaguar-XJ-2024-3.0L-50th-Edition-LWB-340-PS,Publish,"0000-00-00 00:00:00"
2688,"3.0L 4 Platinum Edition",Panamera,3-0l-4-platinum-edition,UAE,"4,23,400",3151,34,3,6,"All Wheel Drive",75,7.8,Petrol,325,450,Automatic,"4 Seater",5.5,,,,265,Porsche-Panamera-2024-3.0L-4-Platinum-Edition,Porsche-Panamera-2024-3.0L-4-Platinum-Edition,Publish,"0000-00-00 00:00:00"
2689,"3.0L 4 Executive",Panamera,3-0l-4-executive,UAE,"4,37,700",3121,34,3,6,"All Wheel Drive",75,7.9,Petrol,325,450,Automatic,"4 Seater",5.5,,,,265,Porsche-Panamera-2024-3.0L-4-Executive,Porsche-Panamera-2024-3.0L-4-Executive,Publish,"0000-00-00 00:00:00"
2690,"3.0L 4",Panamera,3-0l-4,UAE,"4,23,500",3150,34,3,6,"All Wheel Drive",75,7.8,Petrol,325,450,Automatic,"4 Seater",5.5,,,,265,Porsche-Panamera-2024-3.0L-4,Porsche-Panamera-2024-3.0L-4,Publish,"0000-00-00 00:00:00"
2691,"3.0 TFSI quattro (354 HP)","SQ5 Sportback",3-0-tfsi-quattro-354-hp,UAE,"3,39,900",1820,29,3,6,"All Wheel Drive",70,8.3,Petrol,354,500,N/A,"5 Seater",4.9,,,,,Audi-SQ5-Sportback-2024-3.0-TFSI-quattro-354-HP,Audi-SQ5-Sportback-2024-3.0-TFSI-quattro-354-HP,Publish,"0000-00-00 00:00:00"
2692,"3.0 TFSI quattro (354 HP)","S5 Sportback",3-0-tfsi-quattro-354-hp,UAE,"3,69,900",1846,29,3,6,"All Wheel Drive",58,7.5,Petrol,354,500,Automatic,"5 Seater",4.7,,,,250,Audi-S5-Sportback-2024-3.0-TFSI-quattro-354-HP,Audi-S5-Sportback-2024-3.0-TFSI-quattro-354-HP,Publish,"0000-00-00 00:00:00"
2693,"3.0 TFSI quattro (354 HP)","S5 Coupe",3-0-tfsi-quattro-354-hp,UAE,"3,69,900",1847,29,3,6,"All Wheel Drive",58,7.4,Petrol,354,500,Automatic,"4 Seater",4.7,,,,250,Audi-S5-Coupe-2024-3.0-TFSI-quattro-354-HP,Audi-S5-Coupe-2024-3.0-TFSI-quattro-354-HP,Publish,"0000-00-00 00:00:00"
2694,"3.0 TFSI",SQ5,3-0-tfsi,UAE,"3,19,900",1813,29,3,6,"All Wheel Drive",70,8.5,Petrol,354,500,Automatic,"5 Seater",5.4,,,,250,Audi-SQ5-2024-3.0-TFSI,Audi-SQ5-2024-3.0-TFSI,Publish,"0000-00-00 00:00:00"
2695,"3-Seater Panel Van M/T",H1,3-seater-panel-van-m-t,UAE,"84,140",2436,13,2.4,N/A,"Rear Wheel Drive",75,12.2,Petrol,175,228,Manual,"3 Seater",14.5,,,,182,Hyundai-H1-2024-3-Seater-Panel-Van-M-T,Hyundai-H1-2024-3-Seater-Panel-Van-M-T,Publish,"0000-00-00 00:00:00"
2696,"3-Seater Manual (5-Door)",Urvan,3-seater-manual-5-door,UAE,DISCONTINUED,3005,16,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"3 Seater",16,,,,170,Nissan-Urvan-2024-3-Seater-Manual-5-Door,Nissan-Urvan-2024-3-Seater-Manual-5-Door,Publish,"0000-00-00 00:00:00"
2697,"3-Seater Manual (4-Door)",Urvan,3-seater-manual-4-door,UAE,DISCONTINUED,3004,16,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"3 Seater",16,,,,170,Nissan-Urvan-2024-3-Seater-Manual-4-Door,Nissan-Urvan-2024-3-Seater-Manual-4-Door,Publish,"0000-00-00 00:00:00"
2698,"3-Seater Automatic (5-Door)",Urvan,3-seater-automatic-5-door,UAE,DISCONTINUED,3009,16,2.5,4,"Rear Wheel Drive",65,12.5,Petrol,147,213,Automatic,"3 Seater",15,,,,170,Nissan-Urvan-2024-3-Seater-Automatic-5-Door,Nissan-Urvan-2024-3-Seater-Automatic-5-Door,Publish,"0000-00-00 00:00:00"
2699,"3-Seater Automatic (4-Door)",Urvan,3-seater-automatic-4-door,UAE,DISCONTINUED,3006,16,2.5,4,"Rear Wheel Drive",65,12.5,Petrol,147,213,Automatic,"3 Seater",15,,,,170,Nissan-Urvan-2024-3-Seater-Automatic-4-Door,Nissan-Urvan-2024-3-Seater-Automatic-4-Door,Publish,"0000-00-00 00:00:00"
2700,"3-Door Cooper S",Hatch,3-door-cooper-s,UAE,"1,69,000",2952,33,2,4,"Front Wheel Drive",44,5.4,Petrol,192,280,Automatic,"4 Seater",6.7,,,,235,Mini-Hatch-2024-3-Door-Cooper-S,Mini-Hatch-2024-3-Door-Cooper-S,Publish,"0000-00-00 00:00:00"
2701,"3-Door Cooper",Hatch,3-door-cooper,UAE,"1,40,000",2951,33,1.5,3,"Front Wheel Drive",40,5.3,Petrol,136,220,Automatic,"4 Seater",8,,,,210,Mini-Hatch-2024-3-Door-Cooper,Mini-Hatch-2024-3-Door-Cooper,Publish,"0000-00-00 00:00:00"
2702,"2WD Standard (80 kWh)",5,2wd-standard-80-kwh,UAE,"2,00,000",3252,72,0,"N/A, Electric","Rear Wheel Drive",,,Electric,220,420,,"5 Seater",6.8,80,500,Single,180,Seres-45413-2WD-Standard-80-kWh,Seres-45413-2WD-Standard-80-kWh,Publish,"0000-00-00 00:00:00"
2703,"250 4MATIC",GLB,250-4matic,UAE,"3,06,900",2826,22,2,4,"All Wheel Drive",60,7.2,Petrol,224,350,Automatic,"N A",6.9,,,,236,Mercedes-Benz-GLB-2024-250-4MATIC,Mercedes-Benz-GLB-2024-250-4MATIC,Publish,"0000-00-00 00:00:00"
2704,"250 4MATIC",GLC-Class,250-4matic,UAE,"3,52,900",2865,22,2,N/A,"All Wheel Drive",66,7.1,Petrol,211,350,Automatic,"5 Seater",7.3,,,,222,Mercedes-Benz-GLC-Class-2024-250-4MATIC,Mercedes-Benz-GLC-Class-2024-250-4MATIC,Publish,"0000-00-00 00:00:00"
2705,230i,"2 Series Coupe",230i,UAE,"2,58,000",1915,12,2,4,"Rear Wheel Drive",52,5.9,Petrol,252,350,Automatic,"4 Seater",5.6,,,,250,BMW-2-Series-Coupe-2024-230i,BMW-2-Series-Coupe-2024-230i,Publish,"0000-00-00 00:00:00"
2706,"218i M Sport","2 Series Grand Coupe",218i-m-sport,UAE,"2,25,000",1937,12,1.5,3,"Rear Wheel Drive",42,5.9,Petrol,140,220,Automatic,"4 Seater",8.7,,,,215,BMW-2-Series-Grand-Coupe-2024-218i-M-Sport,BMW-2-Series-Grand-Coupe-2024-218i-M-Sport,Publish,"0000-00-00 00:00:00"
2707,218i,"2 Series Grand Coupe",218i,UAE,"2,10,000",1936,12,1.5,3,"Rear Wheel Drive",42,5.9,Petrol,140,220,Automatic,"4 Seater",8.7,,,,215,BMW-2-Series-Grand-Coupe-2024-218i,BMW-2-Series-Grand-Coupe-2024-218i,Publish,"0000-00-00 00:00:00"
2708,"200h Prestige",CT,200h-prestige,UAE,DISCONTINUED,2671,40,1.8,4,"Front Wheel Drive",45,4.1,Hybrid,134,142,Automatic,"5 Seater",10.3,,,,182,Lexus-CT-2024-200h-Prestige,Lexus-CT-2024-200h-Prestige,Publish,"0000-00-00 00:00:00"
2709,"2000 kW (Type 130)",Evija,2000-kw-type-130,UAE,TBD,2734,18,0,"N/A, Electric","All Wheel Drive",,,Electric,1973,1700,,"2 Seater",3,70,400,,320,Lotus-Evija-2024-2000-kW-Type-130,Lotus-Evija-2024-2000-kW-Type-130,Publish,"0000-00-00 00:00:00"
2710,"200 4MATIC","GLC Coupe",200-4matic,UAE,"3,78,900",2874,22,2,4,"All Wheel Drive",66,7.1,Petrol,197,320,Automatic,"5 Seater",8,,,,216,Mercedes-Benz-GLC-Coupe-2024-200-4MATIC,Mercedes-Benz-GLC-Coupe-2024-200-4MATIC,Publish,"0000-00-00 00:00:00"
2711,200,GLA,200,UAE,"2,73,900",2836,22,1.3,4,"Front Wheel Drive",43,5.6,Petrol,163,250,Automatic,"5 Seater",8.7,,,,210,Mercedes-Benz-GLA-2024-200,Mercedes-Benz-GLA-2024-200,Publish,"0000-00-00 00:00:00"
2712,200,CLE,200,UAE,"3,60,900",2850,22,2,4,"All Wheel Drive",66,6.8,Petrol,201,320,Automatic,"5 Seater",7.5,,,,236,Mercedes-Benz-CLE-2024-200,Mercedes-Benz-CLE-2024-200,Publish,"0000-00-00 00:00:00"
2713,200,"A-class Sedan",200,UAE,"2,32,900",2852,22,0,4,"Front Wheel Drive",43,5.2,Petrol,163,250,Automatic,"5 Seater",8.1,,,,230,Mercedes-Benz-A-class-Sedan-2024-200,Mercedes-Benz-A-class-Sedan-2024-200,Publish,"0000-00-00 00:00:00"
2714,200,SLC,200,UAE,DISCONTINUED,2861,22,2,N/A,"Rear Wheel Drive",60,6.1,Petrol,184,300,Automatic,"2 Seater",6.9,,,,237,Mercedes-Benz-SLC-2024-200,Mercedes-Benz-SLC-2024-200,Publish,"0000-00-00 00:00:00"
2715,"2.9T V6 Hybrid","Flying Spur",2-9t-v6-hybrid,UAE,"10,00,000",1871,45,2.9,6,"All Wheel Drive",80,,Hybrid,544,750,Automatic,"5 Seater",4.3,,,Single,285,Bentley-Flying-Spur-2024-2.9T-V6-Hybrid,Bentley-Flying-Spur-2024-2.9T-V6-Hybrid,Publish,"0000-00-00 00:00:00"
2716,"2.9 TFSI V6 (450 HP) Quattro","RS5 Sportback",2-9-tfsi-v6-450-hp-quattro,UAE,"4,35,750",1817,29,2.9,6,"All Wheel Drive",58,8.7,Petrol,450,600,Automatic,"5 Seater",3.9,,,,250,Audi-RS5-Sportback-2024-2.9-TFSI-V6-450-HP-Quattro,Audi-RS5-Sportback-2024-2.9-TFSI-V6-450-HP-Quattro,Publish,"0000-00-00 00:00:00"
2717,"2.7T WildTrack",Bronco,2-7t-wildtrack,UAE,"3,07,545",2186,23,2.7,6,"All Wheel Drive",,10.6,Petrol,310,542,Automatic,"5 Seater",6.9,,,,200,Ford-Bronco-2024-2.7T-WildTrack,Ford-Bronco-2024-2.7T-WildTrack,Publish,"0000-00-00 00:00:00"
2718,"2.7T WildTrack","Bronco 2-door",2-7t-wildtrack,UAE,"2,86,545",2201,23,2.7,6,"All Wheel Drive",,10.6,Petrol,310,542,Automatic,"5 Seater",6.8,,,,200,Ford-Bronco-2-door-2024-2.7T-WildTrack,Ford-Bronco-2-door-2024-2.7T-WildTrack,Publish,"0000-00-00 00:00:00"
2719,"2.7T V6 Reserve LUX PKG",Nautilus,2-7t-v6-reserve-lux-pkg,UAE,"2,83,395",2722,87,2.7,6,"Front Wheel Drive",68,12.4,Petrol,335,515,Automatic,"5 Seater",6.5,,,,250,Lincoln-Nautilus-2024-2.7T-V6-Reserve-LUX-PKG,Lincoln-Nautilus-2024-2.7T-V6-Reserve-LUX-PKG,Publish,"0000-00-00 00:00:00"
2720,"2.7T V6 Reserve",Nautilus,2-7t-v6-reserve,UAE,"2,42,300",2721,87,2.7,6,"Front Wheel Drive",68,12.4,Petrol,335,515,Automatic,"5 Seater",6.5,,,,250,Lincoln-Nautilus-2024-2.7T-V6-Reserve,Lincoln-Nautilus-2024-2.7T-V6-Reserve,Publish,"0000-00-00 00:00:00"
2721,"2.7T V-Series (325 HP)",CT4,2-7t-v-series-325-hp,UAE,"2,75,000",2006,42,2.7,4,"Rear Wheel Drive",66,,Petrol,325,510,Automatic,"5 Seater",,,,,,Cadillac-CT4-2024-2.7T-V-Series-325-HP,Cadillac-CT4-2024-2.7T-V-Series-325-HP,Publish,"0000-00-00 00:00:00"
2722,"2.7T ST AWD",Edge,2-7t-st-awd,UAE,"2,07,795",2234,23,2.7,N/A,"All Wheel Drive",68,11.7,Petrol,335,542,Automatic,"5 Seater",6,,,,,Ford-Edge-2024-2.7T-ST-AWD,Ford-Edge-2024-2.7T-ST-AWD,Publish,"0000-00-00 00:00:00"
2723,"2.7T SLE Crew Cab (FWD)",Sierra,2-7t-sle-crew-cab-fwd,UAE,"1,72,000",2323,10,2.7,4,"Front Wheel Drive",,9.6,Petrol,310,471,Automatic,"5 Seater",7,,,,,GMC-Sierra-2024-2.7T-SLE-Crew-Cab-FWD,GMC-Sierra-2024-2.7T-SLE-Crew-Cab-FWD,Publish,"0000-00-00 00:00:00"
2724,"2.7T Premium Luxury",CT4,2-7t-premium-luxury,UAE,"2,07,000",1999,42,2.7,4,"Rear Wheel Drive",66,,Petrol,310,500,Automatic,"5 Seater",,,,,,Cadillac-CT4-2024-2.7T-Premium-Luxury,Cadillac-CT4-2024-2.7T-Premium-Luxury,Publish,"0000-00-00 00:00:00"
2725,"2.7T Outer Banks",Bronco,2-7t-outer-banks,UAE,"2,74,995",2185,23,2.7,6,"All Wheel Drive",,10.6,Petrol,310,542,Automatic,"5 Seater",6.9,,,,200,Ford-Bronco-2024-2.7T-Outer-Banks,Ford-Bronco-2024-2.7T-Outer-Banks,Publish,"0000-00-00 00:00:00"
2726,"2.7T Cargo Van",Sunray,2-7t-cargo-van,UAE,DISCONTINUED,2505,24,2.7,4,"Front Wheel Drive",80,,Diesel,150,355,Manual,"3 Seater",,,,,130,JAC-Sunray-2024-2.7T-Cargo-Van,JAC-Sunray-2024-2.7T-Cargo-Van,Publish,"0000-00-00 00:00:00"
2727,"2.7T BadLands - Leather",Bronco,2-7t-badlands---leather,UAE,"2,96,585",2188,23,2.7,6,"All Wheel Drive",,10.6,Petrol,310,542,Automatic,"5 Seater",6.9,,,,200,Ford-Bronco-2024-2.7T-BadLands---Leather,Ford-Bronco-2024-2.7T-BadLands---Leather,Publish,"0000-00-00 00:00:00"
2728,"2.7T BadLands",Bronco,2-7t-badlands,UAE,"3,02,295",2187,23,2.7,6,"All Wheel Drive",,10.6,Petrol,310,542,Automatic,"5 Seater",6.9,,,,200,Ford-Bronco-2024-2.7T-BadLands,Ford-Bronco-2024-2.7T-BadLands,Publish,"0000-00-00 00:00:00"
2729,"2.7L STD",Innova,2-7l-std,UAE,TBD,3325,3,2.7,4,"Rear Wheel Drive",65,10.8,Petrol,164,250,Automatic,"8 Seater",11.7,,,,170,Toyota-Innova-2024-2.7L-STD,Toyota-Innova-2024-2.7L-STD,Publish,"0000-00-00 00:00:00"
2730,"2.7L SE+",Innova,2-7l-se,UAE,"1,05,600",3381,3,2.7,4,"Rear Wheel Drive",65,10.8,Petrol,164,250,Automatic,"8 Seater",11.7,,,,170,Toyota-Innova-2024-2.7L-SE+,Toyota-Innova-2024-2.7L-SE+,Publish,"0000-00-00 00:00:00"
2731,"2.7L EXR",Fortuner,2-7l-exr,UAE,"1,26,900",3383,3,2.7,4,"All Wheel Drive",80,12.4,Petrol,164,245,Automatic,"7 Seater",12,,,,180,Toyota-Fortuner-2024-2.7L-EXR,Toyota-Fortuner-2024-2.7L-EXR,Publish,"0000-00-00 00:00:00"
2732,"2.7L (23-Seater)",Coaster,2-7l-23-seater,UAE,DISCONTINUED,3406,3,2.7,4,"Rear Wheel Drive",95,,Petrol,145,235,Manual,"23 Seater",,,,,,Toyota-Coaster-2024-2.7L-23-Seater,Toyota-Coaster-2024-2.7L-23-Seater,Publish,"0000-00-00 00:00:00"
2733,"2.5T Sport (RWD)",G80,2-5t-sport-rwd,UAE,"2,06,000",2302,26,2.5,4,"Rear Wheel Drive",65,9.2,Petrol,304,421,Automatic,"5 Seater",5.7,,,,250,Genesis-G80-2024-2.5T-Sport-RWD,Genesis-G80-2024-2.5T-Sport-RWD,Publish,"0000-00-00 00:00:00"
2734,"2.5T Prestige (AWD)",GV80,2-5t-prestige-awd,UAE,"3,05,000",2296,26,2.5,4,"All Wheel Drive",,8.4,Petrol,300,422,Automatic,"7 Seater",6.9,,,,,Genesis-GV80-2024-2.5T-Prestige-AWD,Genesis-GV80-2024-2.5T-Prestige-AWD,Publish,"0000-00-00 00:00:00"
2735,"2.5T Prestige",GV70,2-5t-prestige,UAE,"2,15,500",2299,26,2.5,4,"Rear Wheel Drive",66,9.3,Petrol,304,422,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-2.5T-Prestige,Genesis-GV70-2024-2.5T-Prestige,Publish,"0000-00-00 00:00:00"
2736,"2.5T Premium (AWD)",GV70,2-5t-premium-awd,UAE,"2,39,000",2300,26,2.5,4,"All Wheel Drive",66,10.9,Petrol,304,422,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-2.5T-Premium-AWD,Genesis-GV70-2024-2.5T-Premium-AWD,Publish,"0000-00-00 00:00:00"
